,season,player_name,height (in),height (cm),pts,reb,ast,college,country,team
9196,2016-17,Marquese Chriss,82.0,208.28,9.2,4.2,0.7,Washington,USA,PHX
10041,2017-18,Marquis Teague,74.0,187.96,3.7,2.0,4.3,Kentucky,USA,MEM
10040,2017-18,Marreese Speights,82.0,208.28,7.7,2.6,0.8,Florida,USA,ORL
9287,2016-17,Marreese Speights,82.0,208.28,8.7,4.5,0.8,Florida,USA,LAC
10037,2017-18,Marshall Plumlee,84.0,213.36,1.8,2.1,0.3,Duke,USA,MIL
9297,2016-17,Marshall Plumlee,84.0,213.36,1.9,2.4,0.5,Duke,USA,NYK
10612,2018-19,Marvin Bagley III,83.0,210.82,14.9,7.6,1.0,Duke,USA,SAC
9424,2016-17,Marvin Williams,81.0,205.74,11.2,6.6,1.4,North Carolina,USA,CHA
10038,2017-18,Marvin Williams,81.0,205.74,9.5,4.7,1.2,North Carolina,USA,CHA
10613,2018-19,Marvin Williams,81.0,205.74,10.1,5.4,1.2,North Carolina,USA,CHA
9298,2016-17,Mason Plumlee,83.0,210.82,10.4,7.5,3.5,Duke,USA,DEN
10614,2018-19,Mason Plumlee,83.0,210.82,7.8,6.4,3.0,Duke,USA,DEN
9926,2017-18,Mason Plumlee,83.0,210.82,7.1,5.4,1.9,Duke,USA,DEN
9396,2016-17,Matt Barnes,79.0,200.66,7.1,5.2,2.6,UCLA,USA,GSW
9987,2017-18,Matt Costello,82.0,208.28,1.0,2.3,0.5,Michigan State,USA,SAS
9924,2017-18,Matt Williams Jr.,77.0,195.58,1.7,0.3,0.0,Central Florida,USA,MIA
9395,2016-17,Matthew Dellavedova,76.0,193.04,7.6,1.9,4.7,Saint Mary's (CA),Australia,MIL
9923,2017-18,Matthew Dellavedova,76.0,193.04,4.3,1.7,3.8,St. Mary's (CA),Australia,MIL
10615,2018-19,Matthew Dellavedova,76.0,193.04,5.9,1.6,3.8,St. Mary's (CA),Australia,CLE
9811,2017-18,Maurice Harkless,81.0,205.74,6.5,2.7,0.9,"St. John's, N.Y.",USA,POR
9394,2016-17,Maurice Harkless,81.0,205.74,10.0,4.4,1.1,St. John's (NY),USA,POR
10616,2018-19,Maurice Harkless,81.0,205.74,7.7,4.5,1.2,"St. John's, N.Y.",USA,POR
9393,2016-17,Maurice Ndour,81.0,205.74,3.1,2.0,0.3,Ohio U.,Senegal,NYK
10617,2018-19,Maxi Kleber,83.0,210.82,6.8,4.6,1.0,None,Germany,DAL
9810,2017-18,Maxi Kleber,83.0,210.82,5.4,3.3,0.7,None,Germany,DAL
10618,2018-19,Melvin Frazier Jr.,78.0,198.12,1.5,0.5,0.1,Tulane,USA,ORL
9392,2016-17,Metta World Peace,79.0,200.66,2.3,0.8,0.4,St. John's (NY),USA,LAL
9391,2016-17,Meyers Leonard,85.0,215.9,5.4,3.2,1.0,Illinois,USA,POR
9809,2017-18,Meyers Leonard,85.0,215.9,3.4,2.1,0.5,Illinois,USA,POR
10619,2018-19,Meyers Leonard,85.0,215.9,5.9,3.8,1.2,Illinois,USA,POR
9390,2016-17,Michael Beasley,82.0,208.28,9.4,3.4,0.9,Kansas State,USA,MIL
10590,2018-19,Michael Beasley,81.0,205.74,7.0,2.3,1.0,Kansas State,USA,LAL
9808,2017-18,Michael Beasley,81.0,205.74,13.2,5.6,1.7,Kansas State,USA,NYK
10620,2018-19,Michael Carter-Williams,78.0,198.12,4.8,2.5,2.5,Syracuse,USA,ORL
9807,2017-18,Michael Carter-Williams,78.0,198.12,4.6,2.7,2.2,Syracuse,USA,CHA
9389,2016-17,Michael Carter-Williams,78.0,198.12,6.6,3.4,2.5,Syracuse,USA,CHI
9388,2016-17,Michael Gbinije,79.0,200.66,0.4,0.3,0.2,Syracuse,USA,DET
9806,2017-18,Michael Kidd-Gilchrist,79.0,200.66,9.2,4.1,1.0,Kentucky,USA,CHA
10589,2018-19,Michael Kidd-Gilchrist,79.0,200.66,6.7,3.8,1.0,Kentucky,USA,CHA
9387,2016-17,Michael Kidd-Gilchrist,79.0,200.66,9.2,7.0,1.4,Kentucky,USA,CHA
10587,2018-19,Mikal Bridges,79.0,200.66,8.3,3.2,2.1,Villanova,USA,PHX
9805,2017-18,Mike Conley,73.0,185.42,17.1,2.3,4.1,Ohio State,USA,MEM
10558,2018-19,Mike Conley,73.0,185.42,21.1,3.4,6.4,Ohio State,USA,MEM
9386,2016-17,Mike Conley,73.0,185.42,20.5,3.5,6.3,Ohio State,USA,MEM
9385,2016-17,Mike Dunleavy,81.0,205.74,5.2,2.2,0.9,Duke,USA,ATL
9804,2017-18,Mike James,73.0,185.42,9.3,2.5,3.5,Lamar,USA,PHX
9384,2016-17,Mike Miller,80.0,203.2,1.4,1.9,1.1,Florida,USA,DEN
9383,2016-17,Mike Muscala,83.0,210.82,6.2,3.4,1.4,Bucknell,USA,ATL
9812,2017-18,Mike Muscala,83.0,210.82,7.6,4.3,1.0,Bucknell,USA,ATL
10559,2018-19,Mike Muscala,83.0,210.82,7.0,3.8,1.2,Bucknell,USA,LAL
9803,2017-18,Mike Scott,80.0,203.2,8.8,3.3,1.1,Virginia,USA,WAS
10560,2018-19,Mike Scott,80.0,203.2,5.8,3.5,0.8,Virginia,USA,PHI
9397,2016-17,Mike Scott,80.0,203.2,2.5,2.1,0.9,Virginia,USA,ATL
9382,2016-17,Mike Tobey,84.0,213.36,1.0,1.5,0.5,Virginia,USA,CHA
10561,2018-19,Miles Bridges,79.0,200.66,7.5,4.0,1.2,Michigan State,USA,CHA
9380,2016-17,Miles Plumlee,83.0,210.82,2.5,2.1,0.5,Duke,USA,CHA
10562,2018-19,Miles Plumlee,83.0,210.82,4.4,2.2,0.9,Duke,USA,ATL
9801,2017-18,Miles Plumlee,83.0,210.82,4.3,4.1,0.8,Duke,USA,ATL
10563,2018-19,Milos Teodosic,77.0,195.58,3.2,1.1,2.1,None,Serbia,LAC
9800,2017-18,Milos Teodosic,77.0,195.58,9.5,2.8,4.6,None,Serbia,LAC
9799,2017-18,Milton Doyle,76.0,193.04,3.4,1.8,1.0,Loyola (IL),USA,BKN
9379,2016-17,Mindaugas Kuzminskas,81.0,205.74,6.3,1.9,1.0,None,Lithuania,NYK
9798,2017-18,Mindaugas Kuzminskas,81.0,205.74,0.0,0.0,0.0,None,Lithuania,NYK
9797,2017-18,Mirza Teletovic,81.0,205.74,7.1,2.3,1.0,None,Bosnia and Herzegovina,MIL
9378,2016-17,Mirza Teletovic,81.0,205.74,6.4,2.3,0.7,None,Bosnia,MIL
10564,2018-19,Mitchell Creek,78.0,198.12,4.2,2.4,1.2,None,Australia,MIN
10565,2018-19,Mitchell Robinson,85.0,215.9,7.3,6.4,0.6,None,USA,NYK
10566,2018-19,Mo Bamba,84.0,213.36,6.2,5.0,0.8,University of Texas at Austin,USA,ORL
9377,2016-17,Monta Ellis,75.0,190.5,8.5,2.8,3.2,None,USA,IND
10567,2018-19,Monte Morris,75.0,190.5,10.4,2.4,3.6,Iowa State,USA,DEN
9796,2017-18,Monte Morris,75.0,190.5,3.3,0.7,2.3,Iowa State,USA,DEN
10568,2018-19,Montrezl Harrell,80.0,203.2,16.6,6.5,2.0,Louisville,USA,LAC
9376,2016-17,Montrezl Harrell,80.0,203.2,9.1,3.8,1.1,Louisville,USA,HOU
9795,2017-18,Montrezl Harrell,80.0,203.2,11.0,4.0,1.0,Louisville,USA,LAC
10569,2018-19,Moritz Wagner,83.0,210.82,4.8,2.0,0.6,Michigan,Germany,LAL
9794,2017-18,Myke Henry,78.0,198.12,5.4,1.9,1.1,None,USA,MEM
9375,2016-17,Myles Turner,83.0,210.82,14.5,7.3,1.3,Texas,USA,IND
10570,2018-19,Myles Turner,83.0,210.82,13.3,7.2,1.6,Texas,USA,IND
9802,2017-18,Myles Turner,83.0,210.82,12.7,6.4,1.3,Texas,USA,IND
9814,2017-18,Nate Wolters,76.0,193.04,0.4,0.4,0.2,South Dakota State,USA,UTA
10571,2018-19,Naz Mitrou-Long,76.0,193.04,1.1,0.4,1.1,Iowa State,Canada,UTA
9824,2017-18,Naz Mitrou-Long,76.0,193.04,3.0,0.0,0.0,Iowa State,Canada,UTA
9374,2016-17,Nemanja Bjelica,82.0,208.28,6.2,3.8,1.2,None,Serbia,MIN
9815,2017-18,Nemanja Bjelica,82.0,208.28,6.8,4.1,1.3,None,Serbia,MIN
10572,2018-19,Nemanja Bjelica,82.0,208.28,9.6,5.8,1.9,None,Serbia,SAC
9373,2016-17,Nene,83.0,210.82,9.1,4.2,1.0,None,Brazil,HOU
9833,2017-18,Nene,83.0,210.82,6.5,3.4,0.9,None,Brazil,HOU
10573,2018-19,Nene,83.0,210.82,3.6,2.9,0.6,None,Brazil,HOU
9832,2017-18,Nerlens Noel,83.0,210.82,4.4,5.6,0.7,Kentucky,USA,DAL
9372,2016-17,Nerlens Noel,83.0,210.82,8.7,5.8,1.0,Kentucky,USA,DAL
10574,2018-19,Nerlens Noel,83.0,210.82,4.9,4.2,0.6,Kentucky,USA,OKC
9371,2016-17,Nick Collison,82.0,208.28,1.7,1.6,0.6,Kansas,USA,OKC
9831,2017-18,Nick Collison,82.0,208.28,2.1,1.3,0.3,Kansas,USA,OKC
9830,2017-18,Nick Young,79.0,200.66,7.3,1.6,0.5,USC,USA,GSW
9370,2016-17,Nick Young,79.0,200.66,13.2,2.3,1.0,Southern California,USA,LAL
10575,2018-19,Nick Young,79.0,200.66,2.3,0.3,0.5,USC,USA,DEN
10576,2018-19,Nicolas Batum,80.0,203.2,9.3,5.2,3.3,None,France,CHA
9829,2017-18,Nicolas Batum,80.0,203.2,11.6,4.8,5.5,None,France,CHA
9369,2016-17,Nicolas Batum,80.0,203.2,15.1,6.2,5.9,None,France,CHA
9828,2017-18,Nicolas Brussino,80.0,203.2,0.0,0.8,0.0,None,Argentina,ATL
9368,2016-17,Nicolas Brussino,80.0,203.2,2.8,1.8,0.9,None,Argentina,DAL
9367,2016-17,Nicolas Laprovittola,76.0,193.04,3.3,0.6,1.6,None,Argentina,SAS
9827,2017-18,Nigel Hayes,79.0,200.66,3.0,2.4,0.7,Wisconsin,USA,SAC
9381,2016-17,Nik Stauskas,78.0,198.12,9.5,2.8,2.4,Michigan,Canada,PHI
9826,2017-18,Nik Stauskas,78.0,198.12,4.4,1.6,1.0,Michigan,Canada,BKN
10577,2018-19,Nik Stauskas,78.0,198.12,5.9,1.9,1.2,Michigan,Canada,CLE
9834,2017-18,Nikola Jokic,82.0,208.28,18.5,10.7,6.1,None,Serbia,DEN
9398,2016-17,Nikola Jokic,82.0,208.28,16.7,9.8,4.9,None,Serbia,DEN
10578,2018-19,Nikola Jokic,84.0,213.36,20.1,10.8,7.3,None,Serbia,DEN
9399,2016-17,Nikola Mirotic,82.0,208.28,10.6,5.5,1.1,None,Montenegro,CHI
9825,2017-18,Nikola Mirotic,82.0,208.28,15.6,7.4,1.5,None,Montenegro,NOP
10579,2018-19,Nikola Mirotic,82.0,208.28,15.2,7.4,1.2,None,Montenegro,MIL
9823,2017-18,Nikola Vucevic,84.0,213.36,16.5,9.2,3.4,USC,Montenegro,ORL
10580,2018-19,Nikola Vucevic,84.0,213.36,20.8,12.0,3.8,USC,Montenegro,ORL
9400,2016-17,Nikola Vucevic,84.0,213.36,14.6,10.4,2.8,Southern California,Montenegro,ORL
10581,2018-19,Noah Vonleh,81.0,205.74,8.4,7.8,1.9,Indiana,USA,NYK
9822,2017-18,Noah Vonleh,81.0,205.74,4.9,5.8,0.6,Indiana,USA,CHI
9418,2016-17,Noah Vonleh,81.0,205.74,4.4,5.2,0.4,Indiana,USA,POR
9821,2017-18,Norman Powell,76.0,193.04,5.5,1.7,1.3,UCLA,USA,TOR
10582,2018-19,Norman Powell,76.0,193.04,8.6,2.3,1.5,UCLA,USA,TOR
9419,2016-17,Norman Powell,76.0,193.04,8.4,2.2,1.1,UCLA,USA,TOR
9420,2016-17,Norris Cole,74.0,187.96,3.3,0.8,1.1,Cleveland State,USA,OKC
10583,2018-19,OG Anunoby,80.0,203.2,7.0,2.9,0.7,Indiana,United Kingdom,TOR
9820,2017-18,OG Anunoby,80.0,203.2,5.9,2.5,0.7,Indiana,United Kingdom,TOR
9819,2017-18,Okaro White,80.0,203.2,3.3,1.8,0.3,Florida State,USA,CLE
10584,2018-19,Okaro White,80.0,203.2,0.0,0.7,0.0,Florida State,USA,WAS
9421,2016-17,Okaro White,80.0,203.2,2.8,2.3,0.6,Florida State,USA,MIA
9818,2017-18,Omari Johnson,81.0,205.74,5.5,2.8,1.8,Oregon State,Jamaica,MEM
10585,2018-19,Omari Spellman,81.0,205.74,5.9,4.2,1.0,Villanova,USA,ATL
9817,2017-18,Omer Asik,84.0,213.36,1.2,2.6,0.2,None,Turkey,CHI
9422,2016-17,Omer Asik,84.0,213.36,2.7,5.3,0.5,None,Turkey,NOP
9423,2016-17,Omri Casspi,81.0,205.74,5.2,3.1,1.0,None,Israel,MIN
9816,2017-18,Omri Casspi,81.0,205.74,5.7,3.8,1.0,None,Israel,GSW
10586,2018-19,Omri Casspi,81.0,205.74,6.3,3.2,0.7,None,Israel,MEM
9425,2016-17,Otto Porter Jr.,80.0,203.2,13.4,6.4,1.5,Georgetown,USA,WAS
9793,2017-18,Otto Porter Jr.,80.0,203.2,14.7,6.4,2.0,Georgetown,USA,WAS
10492,2018-19,Otto Porter Jr.,80.0,203.2,13.9,5.6,2.1,Georgetown,USA,CHI
9813,2017-18,P.J. Tucker,78.0,198.12,6.1,5.6,0.9,Texas,USA,HOU
10588,2018-19,P.J. Tucker,78.0,198.12,7.3,5.8,1.2,Texas,USA,HOU
10491,2018-19,PJ Dozier,78.0,198.12,3.2,2.8,0.8,South Carolina,USA,BOS
9792,2017-18,PJ Dozier,78.0,198.12,1.0,0.5,0.0,South Carolina,USA,OKC
9432,2016-17,PJ Tucker,78.0,198.12,6.7,5.8,1.2,Texas,USA,TOR
9426,2016-17,Pascal Siakam,81.0,205.74,4.2,3.4,0.3,New Mexico State,Cameroon,TOR
9769,2017-18,Pascal Siakam,81.0,205.74,7.3,4.5,2.0,New Mexico State,Cameroon,TOR
10457,2018-19,Pascal Siakam,81.0,205.74,16.9,6.9,3.1,New Mexico State,Cameroon,TOR
10394,2018-19,Pat Connaughton,76.0,193.04,6.9,4.2,2.0,Notre Dame,USA,MIL
9767,2017-18,Pat Connaughton,77.0,195.58,5.4,2.0,1.1,Notre Dame,USA,POR
9333,2016-17,Pat Connaughton,77.0,195.58,2.5,1.3,0.7,Notre Dame,USA,POR
9334,2016-17,Patricio Garino,78.0,198.12,0.0,1.4,0.0,George Washington,Argentina,ORL
9766,2017-18,Patrick Beverley,73.0,185.42,12.2,4.1,2.9,None,USA,LAC
9335,2016-17,Patrick Beverley,73.0,185.42,9.5,5.9,4.2,Arkansas,USA,HOU
10395,2018-19,Patrick Beverley,73.0,185.42,7.6,5.0,3.8,None,USA,LAC
9336,2016-17,Patrick McCaw,79.0,200.66,4.0,1.4,1.1,Nevada-Las Vegas,USA,GSW
9765,2017-18,Patrick McCaw,79.0,200.66,4.0,1.4,1.4,UNLV,USA,GSW
10396,2018-19,Patrick McCaw,79.0,200.66,2.6,1.7,1.0,UNLV,USA,TOR
9764,2017-18,Patrick Patterson,81.0,205.74,3.9,2.4,0.7,Kentucky,USA,OKC
10397,2018-19,Patrick Patterson,81.0,205.74,3.6,2.3,0.5,Kentucky,USA,OKC
9337,2016-17,Patrick Patterson,81.0,205.74,6.8,4.5,1.2,Kentucky,USA,TOR
10398,2018-19,Patty Mills,72.0,182.88,9.9,2.2,3.0,St. Mary's (CA),Australia,SAS
9338,2016-17,Patty Mills,72.0,182.88,9.5,1.8,3.5,Saint Mary's (CA),Australia,SAS
9763,2017-18,Patty Mills,72.0,182.88,10.0,1.9,2.8,St. Mary's (CA),Australia,SAS
9762,2017-18,Pau Gasol,84.0,213.36,10.1,8.0,3.1,None,Spain,SAS
9339,2016-17,Pau Gasol,84.0,213.36,12.4,7.8,2.3,None,Spain,SAS
10399,2018-19,Pau Gasol,84.0,213.36,3.9,4.6,1.7,None,Spain,MIL
10400,2018-19,Paul George,81.0,205.74,28.0,8.2,4.1,Fresno State,USA,OKC
9340,2016-17,Paul George,81.0,205.74,23.7,6.6,3.3,Fresno State,USA,IND
9761,2017-18,Paul George,81.0,205.74,21.9,5.7,3.3,Fresno State,USA,OKC
10401,2018-19,Paul Millsap,80.0,203.2,12.6,7.2,2.0,Louisiana Tech,USA,DEN
9341,2016-17,Paul Millsap,80.0,203.2,18.1,7.7,3.7,Louisiana Tech,USA,ATL
9760,2017-18,Paul Millsap,80.0,203.2,14.6,6.4,2.8,Louisiana Tech,USA,DEN
9342,2016-17,Paul Pierce,79.0,200.66,3.2,1.9,0.4,Kansas,USA,LAC
9343,2016-17,Paul Zipser,80.0,203.2,5.5,2.8,0.8,None,Germany,CHI
9768,2017-18,Paul Zipser,80.0,203.2,4.0,2.4,0.9,None,Germany,CHI
9344,2016-17,Pierre Jackson,70.0,177.8,4.4,1.1,2.4,Baylor,USA,DAL
9759,2017-18,Quincy Acy,79.0,200.66,5.9,3.7,0.8,Baylor,USA,BKN
10402,2018-19,Quincy Acy,79.0,200.66,1.7,2.5,0.8,Baylor,USA,PHX
9345,2016-17,Quincy Acy,79.0,200.66,5.8,3.0,0.5,Baylor,USA,BKN
10403,2018-19,Quincy Pondexter,79.0,200.66,1.8,0.9,0.5,Washington,USA,SAS
9757,2017-18,Quincy Pondexter,79.0,200.66,2.0,1.2,0.4,Washington,USA,CHI
10404,2018-19,Quinn Cook,74.0,187.96,6.9,2.1,1.6,Duke,USA,GSW
9346,2016-17,Quinn Cook,74.0,187.96,5.6,0.5,1.9,Duke,USA,NOP
9756,2017-18,Quinn Cook,74.0,187.96,9.5,2.5,2.7,Duke,USA,GSW
10405,2018-19,RJ Hunter,77.0,195.58,17.0,3.0,3.0,Georgia State,USA,BOS
9348,2016-17,RJ Hunter,77.0,195.58,0.0,0.3,0.0,Georgia State,USA,CHI
9755,2017-18,RJ Hunter,77.0,195.58,3.8,1.0,0.6,Georgia State,USA,HOU
9363,2016-17,Rajon Rondo,73.0,185.42,7.8,5.1,6.7,Kentucky,USA,CHI
10406,2018-19,Rajon Rondo,73.0,185.42,9.2,5.3,8.0,Kentucky,USA,LAL
9754,2017-18,Rajon Rondo,73.0,185.42,8.3,4.0,8.2,Kentucky,USA,NOP
9349,2016-17,Rakeem Christmas,81.0,205.74,2.0,1.9,0.1,Syracuse,USA,IND
9753,2017-18,Ramon Sessions,75.0,190.5,4.9,1.4,2.8,Nevada-Reno,USA,WAS
9350,2016-17,Ramon Sessions,75.0,190.5,6.2,1.5,2.6,Nevada,USA,CHA
9351,2016-17,Randy Foye,76.0,193.04,5.2,2.2,2.0,Villanova,USA,BKN
9752,2017-18,Rashad Vaughn,78.0,198.12,2.3,0.8,0.5,Nevada-Las Vegas,USA,MIL
9352,2016-17,Rashad Vaughn,78.0,198.12,3.5,1.2,0.6,UNLV,USA,MIL
9353,2016-17,Raul Neto,73.0,185.42,2.5,0.8,0.9,None,Brazil,UTA
10407,2018-19,Raul Neto,73.0,185.42,5.3,1.7,2.5,None,Brazil,UTA
9751,2017-18,Raul Neto,73.0,185.42,4.5,1.2,1.8,None,Brazil,UTA
10408,2018-19,Rawle Alkins,77.0,195.58,3.7,2.6,1.3,None,USA,CHI
10409,2018-19,Ray Spalding,82.0,208.28,3.9,3.4,0.4,Louisville,USA,PHX
9354,2016-17,Raymond Felton,73.0,185.42,6.7,2.7,2.4,North Carolina,USA,LAC
10410,2018-19,Raymond Felton,73.0,185.42,4.3,1.0,1.6,North Carolina,USA,OKC
9750,2017-18,Raymond Felton,73.0,185.42,6.9,1.9,2.5,North Carolina,USA,OKC
9355,2016-17,Reggie Bullock,79.0,200.66,4.5,2.1,0.9,North Carolina,USA,DET
9758,2017-18,Reggie Bullock,79.0,200.66,11.3,2.5,1.5,North Carolina,USA,DET
10411,2018-19,Reggie Bullock,79.0,200.66,11.3,2.7,2.0,North Carolina,USA,LAL
9770,2017-18,Reggie Hearn,77.0,195.58,1.0,0.0,0.0,Northwestern,USA,DET
9356,2016-17,Reggie Jackson,75.0,190.5,14.5,2.2,5.2,Boston College,USA,DET
9780,2017-18,Reggie Jackson,75.0,190.5,14.6,2.8,5.3,Boston College,USA,DET
10412,2018-19,Reggie Jackson,75.0,190.5,15.4,2.6,4.2,Boston College,USA,DET
9357,2016-17,Reggie Williams,79.13385826771653,201.0,4.5,1.0,0.7,Virginia Military Institute,USA,NOP
9771,2017-18,Richard Jefferson,79.0,200.66,1.5,0.9,0.8,Arizona,USA,DEN
9358,2016-17,Richard Jefferson,79.0,200.66,5.7,2.6,1.0,Arizona,USA,CLE
10413,2018-19,Richaun Holmes,82.0,208.28,8.2,4.7,0.9,Bowling Green,USA,PHX
9359,2016-17,Richaun Holmes,82.0,208.28,9.8,5.5,1.0,Bowling Green,USA,PHI
9789,2017-18,Richaun Holmes,82.0,208.28,6.5,4.4,1.3,Bowling Green,USA,PHI
9788,2017-18,Ricky Rubio,76.0,193.04,13.1,4.6,5.3,None,Spain,UTA
9360,2016-17,Ricky Rubio,76.0,193.04,11.1,4.1,9.1,None,Spain,MIN
10414,2018-19,Ricky Rubio,76.0,193.04,12.7,3.6,6.1,None,Spain,UTA
10415,2018-19,Robert Covington,81.0,205.74,13.3,5.5,1.3,Tennessee State,USA,MIN
9361,2016-17,Robert Covington,81.0,205.74,12.9,6.5,1.5,Tennessee State,USA,PHI
9787,2017-18,Robert Covington,81.0,205.74,12.6,5.4,2.0,Tennessee State,USA,PHI
10416,2018-19,Robert Williams III,82.0,208.28,2.5,2.5,0.2,Texas A&M,USA,BOS
10417,2018-19,Robin Lopez,84.0,213.36,9.5,3.9,1.2,Stanford,USA,CHI
9362,2016-17,Robin Lopez,84.0,213.36,10.4,6.4,1.0,Stanford,USA,CHI
9786,2017-18,Robin Lopez,84.0,213.36,11.8,4.5,1.9,Stanford,USA,CHI
10418,2018-19,Rodions Kurucs,81.0,205.74,8.5,3.9,0.8,None,Latvia,BKN
9785,2017-18,Rodney Hood,80.0,203.2,14.7,2.8,1.6,Duke,USA,CLE
10419,2018-19,Rodney Hood,80.0,203.2,11.2,2.2,1.8,Duke,USA,POR
9332,2016-17,Rodney Hood,80.0,203.2,12.7,3.4,1.6,Duke,USA,UTA
9784,2017-18,Rodney McGruder,76.0,193.04,5.1,1.8,0.9,Kansas State,USA,MIA
9347,2016-17,Rodney McGruder,76.0,193.04,6.4,3.3,1.6,Kansas State,USA,MIA
10420,2018-19,Rodney McGruder,76.0,193.04,7.6,3.6,1.7,Kansas State,USA,LAC
9783,2017-18,Rodney Purvis,76.0,193.04,6.0,1.7,1.1,Connecticut,USA,ORL
9331,2016-17,Rodney Stuckey,77.0,195.58,7.2,2.2,2.2,Eastern Washington,USA,IND
9782,2017-18,Ron Baker,76.0,193.04,2.4,1.0,1.6,Wichita State,USA,NYK
10421,2018-19,Ron Baker,76.0,193.04,0.9,0.7,1.0,Wichita State,USA,WAS
9313,2016-17,Ron Baker,76.0,193.04,4.1,1.9,2.1,Wichita State,USA,NYK
10422,2018-19,Rondae Hollis-Jefferson,79.0,200.66,8.9,5.3,1.6,Arizona,USA,BKN
9299,2016-17,Rondae Hollis-Jefferson,79.0,200.66,8.7,5.8,2.0,Arizona,USA,BKN
9790,2017-18,Rondae Hollis-Jefferson,79.0,200.66,13.9,6.8,2.5,Arizona,USA,BKN
9300,2016-17,Ronnie Price,74.0,187.96,1.0,0.8,1.3,Utah Valley,USA,PHX
9301,2016-17,Roy Hibbert,86.0,218.44,4.6,3.2,0.4,Georgetown,USA,DEN
10393,2018-19,Royce O'Neale,78.0,198.12,5.2,3.5,1.5,Baylor,USA,UTA
9781,2017-18,Royce O'Neale,78.0,198.12,5.0,3.4,1.4,Baylor,USA,UTA
9302,2016-17,Rudy Gay,80.0,203.2,18.7,6.3,2.8,Connecticut,USA,SAC
9779,2017-18,Rudy Gay,80.0,203.2,11.5,5.1,1.3,Connecticut,USA,SAS
10392,2018-19,Rudy Gay,80.0,203.2,13.7,6.8,2.6,Connecticut,USA,SAS
9303,2016-17,Rudy Gobert,85.0,215.9,14.0,12.8,1.2,None,France,UTA
9778,2017-18,Rudy Gobert,85.0,215.9,13.5,10.7,1.4,None,France,UTA
10391,2018-19,Rudy Gobert,85.0,215.9,15.9,12.9,2.0,None,France,UTA
9777,2017-18,Russell Westbrook,75.0,190.5,25.4,10.1,10.3,UCLA,USA,OKC
10375,2018-19,Russell Westbrook,75.0,190.5,22.9,11.1,10.7,UCLA,USA,OKC
9304,2016-17,Russell Westbrook,75.0,190.5,31.6,10.7,10.4,UCLA,USA,OKC
9776,2017-18,Ryan Anderson,82.0,208.28,9.3,5.0,0.9,California,USA,HOU
10362,2018-19,Ryan Anderson,82.0,208.28,2.5,2.2,0.8,California,USA,MIA
9305,2016-17,Ryan Anderson,82.0,208.28,13.6,4.6,0.9,California,USA,HOU
9775,2017-18,Ryan Arcidiacono,75.0,190.5,2.0,1.0,1.5,Villanova,USA,CHI
10363,2018-19,Ryan Arcidiacono,75.0,190.5,6.7,2.7,3.3,Villanova,USA,CHI
10364,2018-19,Ryan Broekhoff,79.0,200.66,4.0,1.5,0.5,None,Australia,DAL
9306,2016-17,Ryan Kelly,83.0,210.82,1.6,1.1,0.5,Duke,USA,ATL
9307,2016-17,Salah Mejri,86.0,218.44,2.9,4.2,0.2,None,Tunisia,DAL
10365,2018-19,Salah Mejri,86.0,218.44,3.9,3.6,1.0,None,Tunisia,DAL
9774,2017-18,Salah Mejri,86.0,218.44,3.5,4.0,0.6,None,Tunisia,DAL
10366,2018-19,Sam Dekker,81.0,205.74,6.1,3.1,1.0,Wisconsin,USA,WAS
9308,2016-17,Sam Dekker,81.0,205.74,6.5,3.7,1.0,Wisconsin,USA,HOU
9773,2017-18,Sam Dekker,81.0,205.74,4.2,2.4,0.5,Wisconsin,USA,LAC
9309,2016-17,Sasha Vujacic,79.0,200.66,3.0,1.4,1.2,None,Slovenia,NYK
10367,2018-19,Scott Machado,73.0,185.42,2.5,0.0,0.8,Iona,USA,LAL
9772,2017-18,Scotty Hopson,79.0,200.66,1.0,0.0,1.0,Tennessee,USA,DAL
9310,2016-17,Sean Kilpatrick,76.0,193.04,13.1,4.0,2.2,Cincinnati,USA,BKN
9791,2017-18,Sean Kilpatrick,76.0,193.04,6.3,1.7,0.9,Cincinnati,USA,CHI
9311,2016-17,Semaj Christon,75.0,190.5,2.9,1.4,2.0,Xavier,USA,OKC
9835,2017-18,Semi Ojeleye,79.0,200.66,2.7,2.2,0.3,Southern Methodist,USA,BOS
10368,2018-19,Semi Ojeleye,79.0,200.66,3.3,1.5,0.4,Southern Methodist,USA,BOS
10369,2018-19,Serge Ibaka,82.0,208.28,15.0,8.1,1.3,None,Democratic Republic of the Congo,TOR
9836,2017-18,Serge Ibaka,82.0,208.28,12.6,6.3,0.8,None,Democratic Republic of the Congo,TOR
9312,2016-17,Serge Ibaka,82.0,208.28,14.8,6.8,0.9,None,Democratic Republic of the Congo,TOR
9314,2016-17,Sergio Rodriguez,75.0,190.5,7.8,2.3,5.1,None,Spain,PHI
9329,2016-17,Seth Curry,74.0,187.96,12.8,2.6,2.7,Duke,USA,DAL
10360,2018-19,Seth Curry,74.0,187.96,7.9,1.6,0.9,Duke,USA,POR
9315,2016-17,Shabazz Muhammad,78.0,198.12,9.9,2.8,0.4,UCLA,USA,MIN
9837,2017-18,Shabazz Muhammad,78.0,198.12,5.0,1.8,0.3,California-Los Angeles,USA,MIL
10371,2018-19,Shabazz Napier,73.0,185.42,9.4,1.8,2.6,Connecticut,USA,BKN
