,player_name,height (in),pts,reb,ast,college,country,team,Height Range
724,Wayne Ellington,76.66666666666667,10.666666666666666,2.3000000000000003,1.1666666666666667,North Carolina,USA,MIA,"6'4"" - 6'6"""
725,Wayne Selden,77.0,7.1000000000000005,1.7,1.4333333333333333,Kansas,USA,MEM,"6'4"" - 6'6"""
726,Wendell Carter Jr.,82.0,10.3,7.0,1.8,Duke,USA,CHI,"6'10"" - 7'"
727,Wes Iwundu,79.0,4.35,2.45,1.0,Kansas State,USA,ORL,"6'7"" - 6'9"""
728,Wesley Johnson,79.0,3.833333333333334,2.5,0.5666666666666668,Syracuse,USA,LAC,"6'7"" - 6'9"""
729,Wesley Matthews,77.0,12.799999999999999,3.033333333333333,2.6333333333333333,Marquette,USA,IND,"6'4"" - 6'6"""
730,Will Barton,78.0,13.633333333333333,4.633333333333333,3.466666666666667,Memphis,USA,DEN,"6'4"" - 6'6"""
731,Willie Cauley-Stein,84.0,10.933333333333332,6.633333333333333,1.9666666666666668,Kentucky,USA,SAC,"6'10"" - 7'"
732,Willie Reed,83.0,4.949999999999999,3.8,0.30000000000000004,St. Louis,USA,LAC,"6'10"" - 7'"
733,Willy Hernangomez,83.0,6.866666666666666,5.3999999999999995,1.0,None,Spain,CHA,"6'10"" - 7'"
734,Wilson Chandler,80.66666666666667,10.566666666666666,5.366666666666667,1.8999999999999997,DePaul,USA,DEN,"6'7"" - 6'9"""
735,Xavier Munford,76.0,0.5,0.2,0.7,Rhode Island,USA,MIL,"6'4"" - 6'6"""
736,Xavier Rathan-Mayes,76.0,5.8,1.0,3.6,Florida State,Canada,NYK,"6'4"" - 6'6"""
737,Xavier Silas,77.0,0.0,1.0,0.0,Northern Illinois,USA,BOS,"6'4"" - 6'6"""
738,Yante Maten,80.0,1.0,1.5,0.0,None,USA,MIA,"6'7"" - 6'9"""
739,Yogi Ferrell,72.0,8.700000000000001,2.3000000000000003,2.6999999999999997,Indiana,USA,DAL,<= 6ft
740,Yuta Watanabe,81.0,2.6,2.1,0.5,George Washington,Japan,MEM,"6'7"" - 6'9"""
741,Zach Collins,84.0,5.5,3.75,0.8500000000000001,Gonzaga,USA,POR,"6'10"" - 7'"
742,Zach LaVine,77.0,19.766666666666666,4.0,3.5,UCLA,USA,MIN,"6'4"" - 6'6"""
743,Zach Lofton,76.0,0.0,0.0,0.0,New Mexico State,USA,DET,"6'4"" - 6'6"""
744,Zach Randolph,81.0,14.3,7.449999999999999,1.9500000000000002,Michigan State,USA,SAC,"6'7"" - 6'9"""
745,Zaza Pachulia,83.0,5.133333333333334,4.833333333333334,1.5999999999999999,None,Georgia,GSW,"6'10"" - 7'"
746,Zhaire Smith,76.0,6.7,2.2,1.7,Texas Tech,USA,PHI,"6'4"" - 6'6"""
747,Zhou Qi,85.0,1.6,0.6,0.05,None,China,HOU,> 7ft
