,season,player_name,height (in),pts,reb,ast,college,country,team
330,2018-19,DeMar DeRozan,79.0,21.2,6.0,6.2,USC,USA,SAS
331,2016-17,DeMarcus Cousins,83.0,27.0,11.0,4.6,Kentucky,USA,NOP
332,2018-19,DeMarcus Cousins,83.0,16.3,8.2,3.6,Kentucky,USA,GSW
333,2017-18,DeMarcus Cousins,83.0,25.2,12.9,5.4,Kentucky,USA,NOP
334,2016-17,DeMarre Carroll,80.0,8.9,3.8,1.0,Missouri,USA,TOR
335,2017-18,DeMarre Carroll,80.0,13.5,6.6,2.0,Missouri,USA,BKN
336,2018-19,DeMarre Carroll,80.0,11.1,5.2,1.3,Missouri,USA,BKN
337,2018-19,DeVaughn Akoon-Purcell,78.0,1.0,0.6,0.9,Illinois State,Trinidad and Tobago,DEN
338,2018-19,Deandre Ayton,85.0,16.3,10.3,1.8,Arizona,Bahamas,PHX
339,2016-17,Dejounte Murray,77.0,3.4,1.1,1.3,Washington,USA,SAS
340,2017-18,Dejounte Murray,77.0,8.1,5.7,2.9,Washington,USA,SAS
341,2016-17,Delon Wright,77.0,5.6,1.8,2.1,Utah,USA,TOR
342,2017-18,Delon Wright,77.0,8.0,2.9,2.9,Utah,USA,TOR
343,2018-19,Delon Wright,77.0,8.7,3.5,3.3,Utah,USA,MEM
344,2018-19,Demetrius Jackson,73.0,3.7,0.5,0.8,Notre Dame,USA,PHI
345,2017-18,Demetrius Jackson,73.0,1.1,0.8,0.6,Notre Dame,USA,PHI
346,2016-17,Demetrius Jackson,73.0,2.0,0.8,0.6,Notre Dame,USA,BOS
347,2018-19,Deng Adel,79.0,1.7,1.0,0.3,None,South Sudan,CLE
348,2018-19,Dennis Schroder,73.0,15.5,3.6,4.1,None,Germany,OKC
349,2016-17,Dennis Schroder,73.0,17.9,3.1,6.3,None,Germany,ATL
350,2017-18,Dennis Schroder,73.0,19.4,3.1,6.2,None,Germany,ATL
351,2017-18,Dennis Smith Jr.,75.0,15.2,3.8,5.2,North Carolina State,USA,DAL
352,2018-19,Dennis Smith Jr.,75.0,13.6,2.9,4.8,North Carolina State,USA,NYK
353,2017-18,Denzel Valentine,78.0,10.2,5.1,3.2,Michigan State,USA,CHI
354,2016-17,Denzel Valentine,78.0,5.1,2.6,1.1,Michigan State,USA,CHI
355,2018-19,Deonte Burton,77.0,2.6,0.9,0.3,Iowa State,USA,OKC
356,2016-17,Deron Williams,75.0,11.0,2.3,5.6,Illinois,USA,CLE
357,2018-19,Derrick Favors,82.0,11.8,7.4,1.2,Georgia Tech,USA,UTA
358,2017-18,Derrick Favors,82.0,12.3,7.2,1.3,Georgia Tech,USA,UTA
359,2016-17,Derrick Favors,82.0,9.5,6.1,1.1,Georgia Tech,USA,UTA
360,2016-17,Derrick Jones Jr.,79.0,5.3,2.5,0.4,Nevada-Las Vegas,USA,PHX
361,2017-18,Derrick Jones Jr.,79.0,3.1,1.9,0.5,UNLV,USA,MIA
362,2018-19,Derrick Jones Jr.,79.0,7.0,4.0,0.6,UNLV,USA,MIA
363,2018-19,Derrick Rose,75.0,18.0,2.7,4.3,Memphis,USA,MIN
364,2016-17,Derrick Rose,75.0,18.0,3.8,4.4,Memphis,USA,NYK
365,2017-18,Derrick Rose,75.0,8.4,1.4,1.5,Memphis,USA,MIN
366,2017-18,Derrick Walton Jr.,73.0,1.8,1.0,1.0,Michigan,USA,MIA
367,2017-18,Derrick White,76.0,3.2,1.5,0.5,Colorado,USA,SAS
368,2018-19,Derrick White,76.0,9.9,3.7,3.9,Colorado,USA,SAS
369,2016-17,Derrick Williams,80.0,6.1,2.6,0.6,Arizona,USA,CLE
370,2017-18,Derrick Williams,80.0,1.0,0.5,0.0,Arizona,USA,LAL
371,2016-17,Devin Booker,78.0,22.1,3.2,3.4,Kentucky,USA,PHX
372,2018-19,Devin Booker,78.0,26.6,4.1,6.8,Kentucky,USA,PHX
373,2017-18,Devin Booker,78.0,24.9,4.5,4.7,Kentucky,USA,PHX
374,2017-18,Devin Harris,75.0,8.4,1.8,2.1,Wisconsin,USA,DEN
375,2018-19,Devin Harris,75.0,6.3,1.6,1.8,Wisconsin,USA,DAL
376,2016-17,Devin Harris,75.0,6.7,2.0,2.1,Wisconsin,USA,DAL
377,2018-19,Devin Robinson,80.0,6.7,2.9,0.9,Florida,USA,WAS
378,2017-18,Devin Robinson,80.0,2.0,5.0,0.0,Florida,USA,WAS
379,2018-19,Devonte' Graham,74.0,4.7,1.4,2.6,Kansas,USA,CHA
380,2016-17,Dewayne Dedmon,84.0,5.1,6.5,0.6,Southern California,USA,SAS
381,2018-19,Dewayne Dedmon,84.0,10.8,7.5,1.4,USC,USA,ATL
382,2017-18,Dewayne Dedmon,84.0,10.0,7.9,1.5,USC,USA,ATL
383,2017-18,Deyonta Davis,83.0,5.8,4.0,0.6,Michigan State,USA,MEM
384,2016-17,Deyonta Davis,82.0,1.6,1.7,0.1,Michigan State,USA,MEM
385,2018-19,Deyonta Davis,83.0,4.0,4.0,0.6,Michigan State,USA,ATL
386,2016-17,Diamond Stone,83.0,1.4,0.9,0.0,Maryland,USA,LAC
387,2018-19,Dillon Brooks,78.0,7.5,1.7,0.9,Oregon,Canada,MEM
388,2017-18,Dillon Brooks,78.0,11.0,3.1,1.6,Oregon,Canada,MEM
389,2017-18,Dion Waiters,76.0,14.3,2.6,3.8,Syracuse,USA,MIA
390,2018-19,Dion Waiters,76.0,12.0,2.6,2.8,Syracuse,USA,MIA
391,2016-17,Dion Waiters,76.0,15.8,3.3,4.3,Syracuse,USA,MIA
392,2018-19,Dirk Nowitzki,84.0,7.3,3.1,0.7,None,Germany,DAL
393,2017-18,Dirk Nowitzki,84.0,12.0,5.7,1.6,None,Germany,DAL
394,2016-17,Dirk Nowitzki,84.0,14.2,6.5,1.5,None,Germany,DAL
395,2017-18,Domantas Sabonis,82.0,11.6,7.7,2.0,Gonzaga,Lithuania,IND
396,2016-17,Domantas Sabonis,83.0,5.9,3.6,1.0,Gonzaga,Lithuania,OKC
397,2018-19,Domantas Sabonis,83.0,14.1,9.3,2.9,Gonzaga,Lithuania,IND
398,2018-19,Donatas Motiejunas,84.0,2.0,1.0,0.3,None,Lithuania,SAS
399,2016-17,Donatas Motiejunas,84.0,4.4,3.0,0.9,None,Lithuania,NOP
400,2017-18,Donovan Mitchell,75.0,20.5,3.7,3.7,Louisville,USA,UTA
401,2018-19,Donovan Mitchell,75.0,23.8,4.1,4.2,Louisville,USA,UTA
402,2018-19,Donte DiVincenzo,76.0,4.9,2.4,1.1,Villanova,USA,MIL
403,2018-19,Donte Grantham,80.0,0.0,0.0,0.0,Clemson,USA,OKC
404,2016-17,Dorian Finney-Smith,80.0,4.3,2.7,0.8,Florida,USA,DAL
405,2017-18,Dorian Finney-Smith,80.0,5.9,3.6,1.2,Florida,USA,DAL
406,2018-19,Dorian Finney-Smith,80.0,7.5,4.8,1.2,Florida,USA,DAL
407,2017-18,Doug McDermott,80.0,7.8,2.5,1.0,Creighton,USA,DAL
408,2018-19,Doug McDermott,80.0,7.3,1.4,0.9,Creighton,USA,IND
409,2016-17,Doug McDermott,80.0,9.0,2.7,0.9,Creighton,USA,OKC
410,2018-19,Dragan Bender,85.0,5.0,4.0,1.2,None,Croatia,PHX
411,2016-17,Dragan Bender,85.0,3.4,2.4,0.5,None,Croatia,PHX
412,2017-18,Dragan Bender,85.0,6.5,4.4,1.6,None,Croatia,PHX
413,2016-17,Draymond Green,79.0,10.2,7.9,7.0,Michigan State,USA,GSW
414,2018-19,Draymond Green,79.0,7.4,7.3,6.9,Michigan State,USA,GSW
415,2017-18,Draymond Green,79.0,11.0,7.6,7.3,Michigan State,USA,GSW
416,2018-19,Drew Eubanks,82.0,1.8,1.5,0.3,None,USA,SAS
417,2018-19,Duncan Robinson,80.0,3.3,1.3,0.3,Michigan,USA,MIA
418,2018-19,Dusty Hannahs,76.0,4.0,0.5,2.5,Arkansas,USA,MEM
419,2018-19,Dwayne Bacon,79.0,7.3,2.1,1.1,Florida State,USA,CHA
420,2017-18,Dwayne Bacon,79.0,3.3,2.3,0.7,Florida State,USA,CHA
421,2017-18,Dwight Buycks,75.0,7.4,1.4,2.0,Marquette,USA,DET
422,2016-17,Dwight Howard,83.0,13.5,12.7,1.4,None,USA,ATL
423,2017-18,Dwight Howard,83.0,16.6,12.5,1.3,None,USA,CHA
424,2018-19,Dwight Howard,83.0,12.8,9.2,0.4,None,USA,WAS
425,2017-18,Dwight Powell,83.0,8.5,5.6,1.2,Stanford,Canada,DAL
426,2016-17,Dwight Powell,83.0,6.7,4.0,0.6,Stanford,Canada,DAL
427,2018-19,Dwight Powell,83.0,10.6,5.3,1.5,Stanford,Canada,DAL
428,2017-18,Dwyane Wade,76.0,11.4,3.8,3.4,Marquette,USA,MIA
429,2016-17,Dwyane Wade,76.0,18.3,4.5,3.8,Marquette,USA,CHI
430,2018-19,Dwyane Wade,76.0,15.0,4.0,4.2,Marquette,USA,MIA
431,2018-19,Dzanan Musa,81.0,2.1,0.6,0.2,None,Bosnia and Herzegovina,BKN
432,2018-19,E'Twaun Moore,76.0,11.9,2.4,1.9,Purdue,USA,NOP
433,2017-18,E'Twaun Moore,76.0,12.5,2.9,2.3,Purdue,USA,NOP
434,2016-17,E'Twaun Moore,76.0,9.6,2.1,2.2,Purdue,USA,NOP
435,2016-17,Ed Davis,82.0,4.3,5.3,0.6,North Carolina,USA,POR
436,2017-18,Ed Davis,82.0,5.3,7.4,0.5,North Carolina,USA,POR
437,2018-19,Ed Davis,82.0,5.8,8.6,0.8,North Carolina,USA,BKN
438,2018-19,Edmond Sumner,78.0,2.9,1.0,0.4,Xavier,USA,IND
439,2017-18,Edmond Sumner,77.0,2.0,1.0,0.0,Xavier,USA,IND
440,2016-17,Edy Tavares,87.0,4.0,5.5,0.5,None,Cabo Verde,CLE
441,2017-18,Ekpe Udoh,82.0,2.6,2.4,0.8,Baylor,USA,UTA
442,2018-19,Ekpe Udoh,82.0,2.3,1.8,0.5,Baylor,USA,UTA
443,2018-19,Elfrid Payton,76.0,10.6,5.2,7.6,Louisana-Lafayette,USA,NOP
444,2017-18,Elfrid Payton,76.0,12.7,4.3,6.2,Louisana-Lafayette,USA,PHX
445,2016-17,Elfrid Payton,76.0,12.8,4.7,6.5,Louisiana-Lafayette,USA,ORL
446,2018-19,Elie Okobo,75.0,5.7,1.8,2.4,None,France,PHX
447,2016-17,Elijah Millsap,79.0,1.5,3.0,0.5,Alabama-Birmingham,USA,PHX
448,2018-19,Emanuel Terry,81.0,3.3,2.3,0.7,None,USA,MIA
449,2017-18,Emeka Okafor,82.0,4.4,4.6,0.3,Connecticut,USA,NOP
450,2016-17,Emmanuel Mudiay,77.0,11.0,3.2,3.9,None,Democratic Republic of the Congo,DEN
451,2017-18,Emmanuel Mudiay,77.0,8.6,2.4,3.2,None,Democratic Republic of the Congo,NYK
452,2018-19,Emmanuel Mudiay,77.0,14.8,3.3,3.9,None,Democratic Republic of the Congo,NYK
453,2018-19,Enes Kanter,83.0,13.7,9.8,1.7, ,Turkey,POR
454,2017-18,Enes Kanter,83.0,14.1,11.0,1.5, ,Turkey,NYK
455,2016-17,Enes Kanter,83.0,14.3,6.7,0.9,Kentucky,Turkey,OKC
456,2017-18,Eric Bledsoe,73.0,17.7,3.8,5.0,Kentucky,USA,MIL
457,2018-19,Eric Bledsoe,73.0,15.9,4.6,5.5,Kentucky,USA,MIL
458,2016-17,Eric Bledsoe,73.0,21.1,4.8,6.3,Kentucky,USA,PHX
459,2018-19,Eric Gordon,76.0,16.2,2.2,1.9,Indiana,USA,HOU
460,2017-18,Eric Gordon,76.0,18.0,2.5,2.2,Indiana,USA,HOU
461,2016-17,Eric Gordon,76.0,16.2,2.7,2.5,Indiana,USA,HOU
462,2017-18,Eric Moreland,82.0,2.1,4.1,1.2,Oregon State,USA,DET
463,2018-19,Eric Moreland,82.0,1.4,4.0,0.8,Oregon State,USA,TOR
464,2017-18,Erik McCree,80.0,0.0,0.3,0.0,Louisiana Tech,USA,UTA
465,2016-17,Ersan Ilyasova,82.0,13.1,5.9,1.7,None,Turkey,ATL
466,2018-19,Ersan Ilyasova,82.0,6.8,4.5,0.8,None,Turkey,MIL
467,2017-18,Ersan Ilyasova,82.0,10.9,5.9,1.3,None,Turkey,PHI
468,2017-18,Evan Fournier,79.0,17.8,3.2,2.9,None,France,ORL
469,2016-17,Evan Fournier,79.0,17.2,3.1,3.0,None,France,ORL
470,2018-19,Evan Fournier,79.0,15.1,3.2,3.6,None,France,ORL
471,2016-17,Evan Turner,79.0,9.0,3.8,3.2,Ohio State,USA,POR
472,2017-18,Evan Turner,79.0,8.2,3.1,2.2,Ohio State,USA,POR
473,2018-19,Evan Turner,79.0,6.8,4.5,3.9,Ohio State,USA,POR
474,2018-19,Frank Jackson,75.0,8.1,2.2,1.1,Duke,USA,NOP
475,2018-19,Frank Kaminsky,84.0,8.6,3.5,1.3,Wisconsin,USA,CHA
476,2016-17,Frank Kaminsky,84.0,11.7,4.5,2.2,Wisconsin,USA,CHA
477,2017-18,Frank Kaminsky,84.0,11.1,3.6,1.6,Wisconsin,USA,CHA
478,2017-18,Frank Mason,71.0,7.9,2.5,2.8,Kansas,USA,SAC
479,2018-19,Frank Mason,71.0,5.1,1.1,2.2,Kansas,USA,SAC
480,2018-19,Frank Ntilikina,78.0,5.7,2.0,2.8,None,France,NYK
481,2017-18,Frank Ntilikina,77.0,5.9,2.3,3.2,None,France,NYK
482,2018-19,Fred VanVleet,72.0,11.0,2.6,4.8,Wichita State,USA,TOR
483,2017-18,Fred VanVleet,72.0,8.6,2.4,3.2,Wichita State,USA,TOR
484,2016-17,Fred VanVleet,72.0,2.9,1.1,0.9,Wichita State,USA,TOR
485,2017-18,Furkan Korkmaz,79.0,1.6,0.8,0.3,None,Turkey,PHI
486,2018-19,Furkan Korkmaz,79.0,5.8,2.2,1.1,None,Turkey,PHI
487,2017-18,Garrett Temple,78.0,8.4,2.3,1.9,Louisiana State,USA,SAC
488,2016-17,Garrett Temple,78.0,7.8,2.8,2.6,Louisiana State,USA,SAC
489,2018-19,Garrett Temple,78.0,7.8,2.9,1.4,Louisiana State,USA,LAC
490,2018-19,Gary Clark,80.0,2.9,2.3,0.4,None,USA,HOU
491,2017-18,Gary Harris,76.0,17.5,2.6,2.9,Michigan State,USA,DEN
492,2016-17,Gary Harris,76.0,14.9,3.1,2.9,Michigan State,USA,DEN
493,2018-19,Gary Harris,76.0,12.9,2.8,2.2,Michigan State,USA,DEN
494,2016-17,Gary Neal,76.0,2.0,0.5,0.5,Towson,USA,ATL
495,2018-19,Gary Payton II,75.0,3.7,0.7,1.3,Oregon State,USA,WAS
496,2017-18,Gary Payton II,75.0,3.0,1.9,0.9,Oregon State,USA,LAL
497,2016-17,Gary Payton II,75.0,3.3,2.0,2.2,Oregon State,USA,MIL
498,2018-19,Gary Trent Jr.,78.0,2.7,0.7,0.3,None,USA,POR
499,2018-19,George Hill,75.0,7.6,2.5,2.3,None,USA,MIL
500,2017-18,George Hill,75.0,10.0,2.7,2.8,None,USA,CLE
501,2016-17,George Hill,75.0,16.9,3.4,4.2,Indiana Purdue-Indianapolis,USA,UTA
502,2018-19,George King,78.0,0.0,1.0,0.0,University of Colorado Boulder,USA,PHX
503,2017-18,Georges Niang,78.0,1.0,1.0,0.3,Iowa State,USA,UTA
504,2016-17,Georges Niang,80.0,0.9,0.7,0.2,Iowa State,USA,IND
505,2018-19,Georges Niang,80.0,4.0,1.5,0.6,Iowa State,USA,UTA
506,2017-18,Georgios Papagiannis,85.0,2.1,2.2,0.5,None,Greece,POR
507,2016-17,Georgios Papagiannis,85.0,5.6,3.9,0.9,None,Greece,SAC
508,2016-17,Gerald Green,79.0,5.6,1.8,0.7,None,USA,BOS
509,2018-19,Gerald Green,79.0,9.2,2.5,0.5,None,USA,HOU
510,2017-18,Gerald Green,79.0,12.1,3.2,0.6,None,USA,HOU
511,2016-17,Gerald Henderson,77.0,9.2,2.6,1.6,Duke,USA,PHI
512,2017-18,Gian Clavell,76.0,2.9,1.0,0.4,Colorado State,Puerto Rico,DAL
513,2017-18,Giannis Antetokounmpo,83.0,26.9,10.0,4.8,None,Greece,MIL
514,2016-17,Giannis Antetokounmpo,83.0,22.9,8.8,5.4,None,Greece,MIL
515,2018-19,Giannis Antetokounmpo,83.0,27.7,12.5,5.9,None,Greece,MIL
516,2017-18,Glenn Robinson III,79.0,4.1,1.6,0.7,Michigan,USA,IND
517,2016-17,Glenn Robinson III,78.0,6.1,3.6,0.7,Michigan,USA,IND
518,2018-19,Glenn Robinson III,78.0,4.2,1.5,0.4,Michigan,USA,DET
519,2018-19,Goran Dragic,75.0,13.7,3.1,4.8,None,Slovenia,MIA
520,2017-18,Goran Dragic,75.0,17.3,4.1,4.8,None,Slovenia,MIA
521,2016-17,Goran Dragic,75.0,20.3,3.8,5.8,None,Slovenia,MIA
522,2017-18,Gordon Hayward,80.0,2.0,1.0,0.0,Butler,USA,BOS
523,2016-17,Gordon Hayward,80.0,21.9,5.4,3.5,Butler,USA,UTA
524,2018-19,Gordon Hayward,80.0,11.5,4.5,3.4,Butler,USA,BOS
525,2018-19,Gorgui Dieng,83.0,6.4,4.1,0.9,Louisville,Senegal,MIN
526,2017-18,Gorgui Dieng,83.0,5.9,4.6,0.9,Louisville,Senegal,MIN
527,2016-17,Gorgui Dieng,83.0,10.0,7.9,1.9,Louisville,Senegal,MIN
528,2018-19,Grayson Allen,77.0,5.6,0.6,0.7,Duke,USA,UTA
529,2018-19,Greg Monroe,83.0,5.3,4.0,0.6,Georgetown,USA,PHI
530,2017-18,Greg Monroe,83.0,10.3,6.9,2.2,Georgetown,USA,BOS
531,2016-17,Greg Monroe,83.0,11.7,6.6,2.3,Georgetown,USA,MIL
532,2016-17,Greivis Vasquez,78.0,2.3,0.7,1.7,Maryland,Venezuela,BKN
533,2018-19,Guerschon Yabusele,80.0,2.3,1.3,0.4,None,France,BOS
534,2017-18,Guerschon Yabusele,80.0,2.4,1.6,0.5,None,France,BOS
535,2018-19,Hamidou Diallo,77.0,3.7,1.9,0.3,Kentucky,USA,OKC
536,2016-17,Harrison Barnes,80.0,19.2,5.0,1.5,North Carolina,USA,DAL
537,2017-18,Harrison Barnes,80.0,18.9,6.1,2.0,North Carolina,USA,DAL
538,2018-19,Harrison Barnes,80.0,16.4,4.7,1.5,North Carolina,USA,SAC
539,2018-19,Harry Giles III,82.0,7.0,3.8,1.5,Duke,USA,SAC
540,2017-18,Hassan Whiteside,84.0,14.0,11.4,1.0,Marshall,USA,MIA
541,2018-19,Hassan Whiteside,84.0,12.3,11.3,0.8,Marshall,USA,MIA
542,2016-17,Hassan Whiteside,84.0,17.0,14.1,0.7,Marshall,USA,MIA
543,2018-19,Haywood Highsmith,79.0,1.8,1.0,0.4,None,USA,PHI
544,2018-19,Henry Ellenson,83.0,6.0,3.5,0.8,Marquette,USA,NYK
545,2017-18,Henry Ellenson,83.0,4.0,2.1,0.5,Marquette,USA,DET
546,2016-17,Henry Ellenson,83.0,3.2,2.2,0.4,Marquette,USA,DET
547,2016-17,Hollis Thompson,80.0,5.1,2.8,0.9,Georgetown,USA,NOP
548,2018-19,Ian Clark,75.0,6.7,1.5,1.6,Belmont,USA,NOP
549,2017-18,Ian Clark,75.0,7.4,1.7,1.5,Belmont,USA,NOP
550,2016-17,Ian Clark,75.0,6.8,1.6,1.2,Belmont,USA,GSW
551,2017-18,Ian Mahinmi,83.0,4.8,4.1,0.7,None,France,WAS
552,2018-19,Ian Mahinmi,83.0,4.1,3.8,0.7,None,France,WAS
553,2016-17,Ian Mahinmi,83.0,5.6,4.8,0.6,None,France,WAS
554,2018-19,Ike Anigbogu,82.0,0.0,1.0,0.3,UCLA,USA,IND
555,2017-18,Ike Anigbogu,82.0,1.2,0.8,0.0,UCLA,USA,IND
556,2018-19,Iman Shumpert,77.0,7.5,3.0,1.8,Georgia Tech,USA,HOU
557,2016-17,Iman Shumpert,77.0,7.5,2.9,1.4,Georgia Tech,USA,CLE
558,2017-18,Iman Shumpert,77.0,4.4,2.9,1.2,Georgia Tech,USA,SAC
559,2018-19,Isaac Bonga,80.0,0.9,1.1,0.7,None,Germany,LAL
560,2018-19,Isaac Humphries,84.0,3.0,2.2,0.0,Kentucky,Australia,ATL
561,2018-19,Isaiah Briscoe,75.0,3.5,1.9,2.2,None,USA,ORL
562,2016-17,Isaiah Canaan,72.0,4.6,1.3,0.9,Murray State,USA,CHI
563,2018-19,Isaiah Canaan,72.0,6.0,1.9,2.8,Murray State,USA,MIL
564,2017-18,Isaiah Canaan,72.0,8.6,2.3,3.8,Murray State,USA,OKC
565,2018-19,Isaiah Hartenstein,84.0,1.9,1.7,0.5,None,Germany,HOU
566,2018-19,Isaiah Hicks,81.0,4.0,2.3,0.7,North Carolina,USA,NYK
567,2017-18,Isaiah Hicks,81.0,4.4,2.3,0.9,North Carolina,USA,NYK
568,2016-17,Isaiah Taylor,75.0,0.8,0.8,0.8,Texas,USA,HOU
569,2017-18,Isaiah Taylor,75.0,6.6,1.4,3.1,Texas,USA,ATL
570,2016-17,Isaiah Thomas,69.0,28.9,2.7,5.9,Washington,USA,BOS
571,2017-18,Isaiah Thomas,69.0,15.2,2.1,4.8,Washington,USA,LAL
572,2018-19,Isaiah Thomas,69.0,8.1,1.1,1.9,Washington,USA,DEN
573,2017-18,Isaiah Whitehead,76.0,6.3,1.6,1.3,Seton Hall,USA,BKN
574,2016-17,Isaiah Whitehead,76.0,7.4,2.5,2.6,Seton Hall,USA,BKN
575,2017-18,Ish Smith,72.0,10.9,2.7,4.4,Wake Forest,USA,DET
576,2016-17,Ish Smith,72.0,9.4,2.9,5.2,Wake Forest,USA,DET
577,2018-19,Ish Smith,72.0,8.9,2.6,3.6,Wake Forest,USA,DET
578,2017-18,Ivan Rabb,82.0,5.6,4.4,0.9,"University of California, Berkeley",USA,MEM
579,2018-19,Ivan Rabb,82.0,5.8,4.2,1.1,"University of California, Berkeley",USA,MEM
580,2018-19,Ivica Zubac,85.0,8.9,6.1,1.1,None,Croatia,LAC
581,2016-17,Ivica Zubac,85.0,7.5,4.2,0.8,None,Croatia,LAL
582,2017-18,Ivica Zubac,85.0,3.7,2.9,0.6,None,Croatia,LAL
583,2017-18,J.J. Barea,72.0,11.6,2.9,6.3,Northeastern,Puerto Rico,DAL
584,2016-17,J.J. Barea,72.0,10.9,2.4,5.5,Northeastern,Puerto Rico,DAL
585,2018-19,J.J. Barea,72.0,10.9,2.5,5.6,Northeastern,Puerto Rico,DAL
586,2018-19,J.P. Macura,77.0,3.0,1.5,1.0,Xavier,USA,CHA
587,2017-18,JJ Redick,76.0,17.1,2.5,3.0,Duke,USA,PHI
588,2018-19,JJ Redick,76.0,18.1,2.4,2.7,Duke,USA,PHI
589,2016-17,JJ Redick,76.0,15.0,2.2,1.4,Duke,USA,LAC
590,2016-17,JR Smith,78.0,8.6,2.8,1.5,None,USA,CLE
591,2018-19,JR Smith,78.0,6.7,1.6,1.9,None,USA,CLE
592,2017-18,JR Smith,78.0,8.3,2.9,1.8,None,USA,CLE
593,2017-18,JaKarr Sampson,81.0,4.7,3.5,0.4,"St. John's, N.Y.",USA,SAC
594,2018-19,JaKarr Sampson,81.0,20.0,8.0,1.0,"St. John's, N.Y.",USA,CHI
595,2016-17,JaMychal Green,81.0,8.9,7.1,1.1,Alabama,USA,MEM
596,2018-19,JaMychal Green,81.0,9.4,6.3,0.8,Alabama,USA,LAC
597,2017-18,JaMychal Green,81.0,10.3,8.4,1.4,Alabama,USA,MEM
598,2017-18,JaVale McGee,84.0,4.8,2.6,0.5,Nevada-Reno,USA,GSW
599,2018-19,JaVale McGee,84.0,12.0,7.5,0.7,Nevada-Reno,USA,LAL
600,2016-17,JaVale McGee,84.0,6.1,3.2,0.2,Nevada,USA,GSW
601,2017-18,Jabari Bird,78.0,3.0,1.5,0.6,California,USA,BOS
602,2016-17,Jabari Parker,80.0,20.1,6.2,2.8,Duke,USA,MIL
603,2017-18,Jabari Parker,80.0,12.6,4.9,1.9,Duke,USA,MIL
604,2018-19,Jabari Parker,80.0,14.5,6.6,2.4,Duke,USA,WAS
605,2017-18,Jack Cooley,82.0,5.7,4.3,0.9,Notre Dame,USA,SAC
606,2018-19,Jacob Evans,78.0,1.3,0.8,0.8,Cincinnati,USA,GSW
607,2017-18,Jacob Pullen,73.0,0.7,0.0,0.0,Kansas State,USA,PHI
608,2017-18,Jacob Wiley,80.0,0.8,2.2,0.4,Eastern Washington,USA,BKN
609,2017-18,Jae Crowder,78.0,9.7,3.4,1.2,Marquette,USA,UTA
610,2016-17,Jae Crowder,78.0,13.9,5.8,2.2,Marquette,USA,BOS
611,2018-19,Jae Crowder,78.0,11.9,4.8,1.7,Marquette,USA,UTA
612,2016-17,Jahlil Okafor,83.0,11.8,4.8,1.2,Duke,USA,PHI
613,2017-18,Jahlil Okafor,83.0,6.3,3.0,0.4,Duke,USA,BKN
614,2018-19,Jahlil Okafor,83.0,8.2,4.7,0.7,Duke,USA,NOP
615,2017-18,Jake Layman,81.0,1.0,0.5,0.3,Maryland,USA,POR
616,2016-17,Jake Layman,81.0,2.2,0.7,0.3,Maryland,USA,POR
617,2018-19,Jake Layman,81.0,7.6,3.1,0.7,Maryland,USA,POR
618,2018-19,Jakob Poeltl,84.0,5.5,5.3,1.2,Utah,Austria,SAS
619,2016-17,Jakob Poeltl,84.0,3.1,3.1,0.2,Utah,Austria,TOR
620,2017-18,Jakob Poeltl,84.0,6.9,4.8,0.7,Utah,Austria,TOR
621,2018-19,Jalen Brunson,75.0,9.3,2.3,3.2,Villanova,USA,DAL
622,2018-19,Jalen Jones,79.0,5.1,2.1,0.4,Texas A&M,USA,CLE
623,2017-18,Jalen Jones,79.0,4.6,2.4,0.3,Texas A&M,USA,DAL
624,2018-19,Jamal Crawford,77.0,7.9,1.3,3.6,Michigan,USA,PHX
625,2016-17,Jamal Crawford,77.0,12.3,1.6,2.6,Michigan,USA,LAC
626,2017-18,Jamal Crawford,77.0,10.3,1.2,2.3,Michigan,USA,MIN
627,2017-18,Jamal Murray,76.0,16.7,3.7,3.4,Kentucky,Canada,DEN
628,2018-19,Jamal Murray,76.0,18.2,4.2,4.8,Kentucky,Canada,DEN
629,2016-17,Jamal Murray,76.0,9.9,2.6,2.1,Kentucky,Canada,DEN
630,2017-18,Jameel Warney,80.0,5.7,3.0,0.0,"Stony Brook, N.Y.",USA,DAL
631,2017-18,Jameer Nelson,72.0,4.9,2.1,3.6,None,USA,DET
632,2016-17,Jameer Nelson,72.0,9.2,2.6,5.1,Saint Joseph's,USA,DEN
633,2017-18,Jamel Artis,79.0,5.1,2.5,1.2,Pittsburgh,USA,ORL
634,2016-17,James Ennis III,79.0,6.7,4.0,1.0,Long Beach State,USA,MEM
635,2018-19,James Ennis III,79.0,6.7,3.1,0.7,Cal State-Long Beach,USA,PHI
636,2017-18,James Ennis III,79.0,7.1,3.1,1.0,Cal State-Long Beach,USA,DET
637,2016-17,James Harden,77.0,29.1,8.1,11.2,Arizona State,USA,HOU
638,2017-18,James Harden,77.0,30.4,5.4,8.8,Arizona State,USA,HOU
639,2018-19,James Harden,77.0,36.1,6.6,7.5,Arizona State,USA,HOU
640,2016-17,James Johnson,81.0,12.8,4.9,3.6,Wake Forest,USA,MIA
641,2018-19,James Johnson,80.0,7.8,3.2,2.5,Wake Forest,USA,MIA
642,2017-18,James Johnson,80.0,10.8,4.9,3.8,Wake Forest,USA,MIA
643,2016-17,James Jones,80.0,2.8,0.8,0.3,Miami (FL),USA,CLE
644,2017-18,James Michael McAdoo,81.0,2.7,0.7,0.0,North Carolina,USA,PHI
